scale,arm,transform,dim,quantizer,index_type,sweep_param,sweep_value,refine_k,recall_at_10,recall_at_100,p50_ms,p99_ms,qps,qps_threads,build_seconds,ingest_seconds,nominal_payload_bytes,n_rows,n_recall_queries,loaded_bytes,index_files_bytes,chunk_cache_bytes,segment_heap_bytes,payload_compression_vs_1024_fp32,footprint_compression_vs_flat_1024,footprint_compression_vs_raw_1024,dim_compression
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.79574,0.791794,10.576604006928392,21.646124256076284,131.24241706498307,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.79078,0.79321,19.326562498463318,31.276274993724634,143.67570697572984,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.80054,0.809875,30.83670798514504,52.41052716737613,125.62951115424303,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.79605,0.812904,52.48691700398922,59.3481554320897,72.55777446799132,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.7993,0.817559,100.62185399874579,113.75540334847753,36.249047494696214,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.36009,0.276137,1.8505000043660402,3.333263356471434,1534.9739984524986,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.47049,0.400703,1.9184369884897023,4.788896843092516,1414.8576679691055,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.56215,0.520057,2.105603998643346,4.114845640724525,1104.2064980703462,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.62887,0.612811,2.3904580011731014,4.321579263778401,1043.4006186186564,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.67417,0.676868,3.077979010413401,4.424131421546917,754.0457498104895,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.70064,0.717182,4.700396006228402,7.662432815995999,505.85436319984024,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.71614,0.729417,9.490020995144732,13.671552407322448,496.0333145898748,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.68307,0.727138,17.56668751477264,19.46456617471995,248.0449279853015,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.68743,0.734237,33.23237498989329,37.102626242558465,136.7528224609893,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_256_refine_k2,pca,256,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.6896,0.737272,63.990583512349986,71.39392266835785,76.65347033189929,8,142.31663966699853,126.6532216250198,288,1000000,10000,373899174,317149184,0,56749990,14.222222222222221,11.106604482629855,10.954824949680152,4.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.28642,0.2417,1.0145624983124435,2.401716650929302,2365.3619928109324,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.36364,0.343708,1.4683330082334578,3.235471328080166,2618.7029400662846,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.42507,0.432875,1.334979519015178,3.0355875016539353,2636.6901365178296,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.46805,0.499738,1.479999496950768,3.0721539165824647,2319.445988673554,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.49796,0.545221,1.600479008629918,3.123474647291004,1903.7308677329115,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.51603,0.573429,3.00250000145752,5.697176834219135,758.9742417915683,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.52553,0.58958,3.2539999956497923,5.204316228919196,720.5461018925304,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.53061,0.597744,5.462187502416782,12.524603423080373,414.51052110597726,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.53238,0.573887,25.21554150735028,28.30964450113242,250.56579585838162,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_128_refine_k2,pca,128,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.44778,0.531524,48.252021020743996,52.79651115561137,122.2472762664074,8,75.2343084999884,127.13523295798223,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
